"event_date","event_type","sub_event_type","actor1","assoc_actor_1","actor2","assoc_actor_2","comp_act1","comp_assoc_act1","comp_act2","comp_assoc_act2","Region","Province","Municipality","Baranggay","latitude","longitude","geo_precision","source","source_scale","fatalities","notes"
"2020-10-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Zamboanga Peninsula","Zamboanga del Sur","Margosatubig","Digon","7.5705","123.1358","1","Sunstar (Philippines); Manila Bulletin","National","1","On 1 October 2020, a drug suspect was killed during a police raid in Barangay Digon (Margosatubig, Zamboanga del Sur, Zamboanga Peninsula). Police said they recovered shabu (crystal meth) from the slain suspect."
"2020-10-02","Battles","Armed clash","NPA: New People's Army","","Military Forces of the Philippines (2016-)","","NPA: New People's Ar","nan","Military Forces of t","nan","Soccsksargen","Cotabato","Antipas","Malire","7.3085","125.0149","1","Philippine News Agency","National","2","On 2 October 2020, 2 suspected NPA militants were killed during a 30-minute firefight between the NPA and the military in Barangay Malire (Antipas, Cotabato, Soccsksargen). The military also reported retrieving weapons from the rebels."
"2020-10-02","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","Police Forces of the Philippines (2016-) Philippine Drug Enforcement Agency","Civilians (Philippines)","Drug Suspects (Philippines); Former Police Forces of the Philippines (2016-)","Police Forces of the","Police Forces of the","Civilians (Philippin","Drug Suspects (Phili","Central Visayas","Cebu","Cebu City","Cebu City","10.3167","123.8907","1","Cebu Daily News","Subnational","1","On 2 October 2020, a drug suspect - also a former police officer - was killed during a raid by a joint police and PDEA team in Barangay Mambaling, Cebu City (Cebu, Central Visayas). Authorities said they recovered shabu (crystal meth) from the slain suspect, who reportedly refused to entertain law enforcers who arrived at his residence with a search warrant."
"2020-10-02","Strategic developments","Disrupted weapons use","Military Forces of the Philippines (2016-)","","BIFF: Bangsamoro Islamic Freedom Fighters","","Military Forces of t","nan","BIFF: Bangsamoro Isl","nan","BARMM","Maguindanao","Ampatuan","Salman","6.8345","124.4586","1","Philippine News Agency; Philippine Daily Inquirer","National","0","Around 2 October 2020 (2 or 3 October, according to conflicting reports), the military discovered a BIFF campsite and seized IEDs, bomb-making materials and other items in Barangay Salman (Ampatuan, Maguindanao, Bangsamoro Autonomous Region in Muslim Mindanao)."
"2020-10-02","Strategic developments","Disrupted weapons use","Military Forces of the Philippines (2016-)","","NPA: New People's Army","","Military Forces of t","nan","NPA: New People's Ar","nan","Caraga","Surigao del Sur","Lingig","Rajah Cabungso-an","8.0498","126.3478","1","GMA News; Manila Bulletin","National","0","On 2 October 2020, the military retrieved 5 kilos of IEDs discovered by a civilian and suspected of belonging to the NPA in Barangay Rajah Cabungso-an (Lingig, Surigao del Sur, Caraga)."
"2020-10-02","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Central Visayas","Cebu","Compostela","Cogon","10.4587","124.0001","1","Manila Bulletin","National","4","Around 2 October 2020 (around 1-3 October), 4 drug suspects were killed in a vigilante-style attack by unidentified assailants, with their bodies found buried in a secluded area in Barangay Cogon (Compostela, Cebu, Central Visayas) on 7 October 2020. The exact time and place of the killings are unknown, though police said that, based on the autopsy, the fatalities were probably killed 4-6 days before they were found. Police said that they suspect the killings to be drug-related, as one of the fatalities had previously been detained on drug charges."
"2020-10-03","Battles","Armed clash","NPA: New People's Army","","Military Forces of the Philippines (2016-)","","NPA: New People's Ar","nan","Military Forces of t","nan","Caraga","Surigao del Sur","Lanuza","Lanuza","9.2341","126.0644","1","Abante; Philippine News Agency; GMA News","National","1","On 3 October 2020, a government soldier was killed and allegedly tortured by suspected NPA militants in Lanuza (Surigao del Sur, Caraga)."
"2020-10-04","Battles","Armed clash","NPA: New People's Army","","Magahat Bagani","Manobo Ethnic Group (Philippines)","NPA: New People's Ar","nan","Magahat Bagani","Manobo Ethnic Group ","Caraga","Surigao del Sur","Lianga","San Isidro","8.6534","126.0404","1","Philippine Information Agency; Philippine News Agency; Davao Today; Philippine Daily Inquirer","National","3","On 4 October 2020, the alleged leader of the Magahat Bagani paramilitary - who was also serving as the Manobo Indigenous People Mandatory Representative (IPMR) in the town council - was killed alongside two other Manobo companions in an attack by suspected NPA militants in Barangay San Isidro (Lianga, Surigao del Sur, Caraga). Police said that the Magahat Bagani leader's group fought back. 2 other civilians were also wounded in the encounter. Police said that the slain paramilitary leader-cum-IPMR was a vocal critic of the NPA. The NPA claimed that the slain paramilitary leader masterminded the Lianga massacre carried out on 1 September 2015."
"2020-10-04","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Government of the Philippines (2016-)","Unidentified Armed G","nan","Civilians (Philippin","Government of the Ph","Zamboanga Peninsula","Zamboanga del Norte","Baliguian","Poblacion","7.8212","122.164","1","Philippine Star; Sunstar (Philippines); Philippine News Agency","National","1","On 4 October 2020, a barangay chairperson was killed in an attack by unidentified assailants in Barangay Poblacion (Baliguian, Zamboanga del Norte, Zamboanga Peninsula). The motive for the attack was unclear."
"2020-10-04","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Government of the Philippines (2016-); Health Workers (Philippines)","Unidentified Armed G","nan","Civilians (Philippin","Government of the Ph","Calabarzon","Laguna","Binan","Binan","14.3426","121.0807","1","ABS CBN; Philippine Daily Inquirer","National","2","On 4 October 2020, the secretary of the city council and his companion, a doctor, were killed in an attack by unidentified assailants in Barangay San Antonio, Binan (Laguna, Calabarzon). Police said the slain city council secretary had been accused of being the mastermind in previous attacks on local government and police officials in Binan. He had also already survived a previous ambush on 4 October 2017."
"2020-10-05","Protests","Peaceful protest","Protesters (Philippines)","ACT: Alliance of Concerned Teachers; Teachers (Philippines)","","","Protesters (Philippi","ACT: Alliance of Con","nan","nan","NCR","Metro Manila","Manila","Manila","14.6042","120.9822","1","Bulatlat; Abante","National","0","On 5 October 2020, teachers led by the Alliance of Concerned Teachers staged a demonstration in Mendiola, Manila (Metro Manila, National Capital Region), on the occasion of World Teacher's Day and the first day of the delayed academic year at the primary and secondary level, in order to demand additional training and financial support for the shift to online classes amid the coronavirus pandemic. [size=no report]"
"2020-10-05","Violence against civilians","Attack","ASG: Abu Sayyaf","","Civilians (Philippines)","Farmers (Philippines); Police Forces of the Philippines (2016-) Barangay Peacekeeping Action Team","ASG: Abu Sayyaf","nan","Civilians (Philippin","Farmers (Philippines","BARMM","Sulu","Patikul","Igasan","6.082999999999998","121.0958","1","ABS CBN; Philippine News Agency; Sunstar (Philippines); GMA News","National","1","On 5 October 2020, a farmer also serving as barangay peacekeeper was killed in an attack by Abu Sayyaf militants on a group of farmers in Barangay Igasan (Patikul, Sulu, Bangsamoro Autonomous Region in Muslim Mindanao). The farmer-cum-peacekeeper was farming at the time of the attack and is assumed off-duty as peacekeeper. The other farmers were not reported wounded."
"2020-10-06","Battles","Armed clash","NPA: New People's Army","","Military Forces of the Philippines (2016-)","","NPA: New People's Ar","nan","Military Forces of t","nan","Northern Mindanao","Bukidnon","San Fernando","Nacabuklad","7.9685","125.363","1","Manila Bulletin","National","1","On 6 October 2020, an NPA militant was killed during a 10-minute firefight between the NPA and the military in Barangay Nacabuklad (San Fernando, Bukidnon, Northern Mindanao). The military reported no casualties and said that there was also an undetermined number of wounded NPA militants."
"2020-10-06","Strategic developments","Looting/property destruction","NPA: New People's Army","","Civilians (Philippines)","Labour Group (Philippines)","NPA: New People's Ar","nan","Civilians (Philippin","Labour Group (Philip","Northern Mindanao","Misamis Oriental","Claveria","Bulahan","8.8277","124.8942","1","Philippine News Agency; Manila Bulletin","National","0","On 6 October 2020, suspected NPA militants burned down three privately-owned dump trucks and a bus used for ferrying workers of Del Monte Philippines, Inc. in Barangay Bulahan (Claveria, Misamis Oriental, Northern Mindanao)."
