"event_date","event_type","sub_event_type","actor1","assoc_actor_1","actor2","assoc_actor_2","comp_act1","comp_assoc_act1","comp_act2","comp_assoc_act2","Region","Province","Municipality","Baranggay","latitude","longitude","geo_precision","source","source_scale","fatalities","notes"
"2019-04-01","Battles","Armed clash","NPA: New People's Army","","Military Forces of the Philippines (2016-)","","NPA: New People's Ar","nan","Military Forces of t","nan","Western Visayas","Negros Occidental","Moises Padilla","Quintin Remo","10.2671","123.1165","1","Manila Bulletin","National","0","Soldiers of the 62nd Infantry Battalion attacked NPA rebels at Barangay Quintin Remo, Moises Padilla province on April 1, 2019."
"2019-04-01","Violence against civilians","Abduction/forced disappearance","NPA: New People's Army","","Civilians (Philippines)","","NPA: New People's Ar","nan","Civilians (Philippin","nan","Mimaropa Region","Oriental Mindoro","Bongabong","Bongabong","12.7464","121.4874","2","Manila Times","National","0","NPA rebels reportedly abducted a civilian at Bongabong town, Oriental Mindoro province sometime around April 1, 2019. The civilian was able to escape, however."
"2019-04-02","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Pampanga","San Fernando","San Fernando","15.0342","120.6844","1","Sunstar (Philippines)","National","1","A drug suspect was killed during a police raid at Barangay San Nicolas, San Fernando City, Pampanga province on April 2, 2019."
"2019-04-02","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","Police Forces of the Philippines (2016-) Philippine Drug Enforcement Agency","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","Police Forces of the","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Pampanga","Angeles","Angeles","15.15","120.5833","1","Sunstar (Philippines)","National","1","A drug suspect was killed during a joint police-PDEA raid at Angeles City, Pampanga province on April 2, 2019."
"2019-04-02","Battles","Armed clash","ASG: Abu Sayyaf","","Military Forces of the Philippines (2016-)","","ASG: Abu Sayyaf","nan","Military Forces of t","nan","BARMM","Sulu","Banguingui","Bakkaan","5.9547","121.5773","1","Philippine Star","National","1","An Abu Sayyaf rebel was killed during an attack by soldiers at Barangay Bakaan, Banguingui town, Sulu province on April 2, 2019."
"2019-04-02","Battles","Armed clash","NPA: New People's Army","","Military Forces of the Philippines (2016-)","","NPA: New People's Ar","nan","Military Forces of t","nan","Western Visayas","Negros Occidental","Kabankalan","Kabankalan","9.9839","122.8142","1","Manila Bulletin","National","0","NPA rebels attacked soldiers of the 15th Infantry Battalion at Barangay Tampalon, Kabankalan City, Negros Occidental province on April 2, 2019."
"2019-04-02","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","","Unidentified Armed G","nan","Civilians (Philippin","nan","Soccsksargen","Sultan Kudarat","Isulan","Kalawag I","6.617000000000001","124.6092","1","Philippine Star","National","2","Two children were killed, while sixteen other civilians were wounded, by an explosive set off by unidentified assailants at Barangay Kalawag, Isulan town, Sultan Kudarat province on April 2, 2019."
"2019-04-02","Battles","Armed clash","ASG: Abu Sayyaf","","Police Forces of the Philippines (2016-)","","ASG: Abu Sayyaf","nan","Police Forces of the","nan","BARMM","Sulu","Patikul","Kan Ague","6.0818","121.1037","1","Philippine Star","National","0","Two police officers were wounded during an attack by Abu Sayyaf rebels at Barangay Kan Ague, Patikul town, Sulu province on April 2, 2019."
"2019-04-02","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","Police Forces of the Philippines (2016-) Philippine Drug Enforcement Agency","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","Police Forces of the","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Pampanga","Floridablanca","Floridablanca","14.9775","120.5285","2","Sunstar (Philippines)","National","1","A drug suspect was killed during a police raid at Floridablanca town, Pampanga province on April 2, 2019."
"2019-04-02","Explosions/Remote violence","Remote explosive/landmine/IED","NPA: New People's Army","","Police Forces of the Philippines (2016-)","","NPA: New People's Ar","nan","Police Forces of the","nan","CAR","Mountain Province","Bauko","Bauko","16.9898","120.8671","2","Sunstar (Philippines)","National","1","A police officer was killed, while nine others were wounded, by an IED allegedly set off by the NPA near Bauko and Tadian towns at Mountain Province on April 2, 2019."
"2019-04-03","Battles","Armed clash","NPA: New People's Army","","Military Forces of the Philippines (2016-)","","NPA: New People's Ar","nan","Military Forces of t","nan","Calabarzon","Quezon","Guinayangan","San Luis I","14.0435","122.3687","1","Manila Bulletin","National","0","An indeterminate number of NPA rebels were wounded during an attack by soldiers from the 96th Infantry Battalion place in Barangay San Luis I, Guinyangan town, Quezon province on April 3, 2019."
"2019-04-03","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines); Former Government of the Philippines (2016-)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","NCR","Metro Manila","Manila","Manila","14.6042","120.9822","1","Philippine Star","National","1","A former village councilor and the widow of a police officer linked to the drug trade was killed in a vigilante-style attack by unidentified assailants at Barangay Santa Ana, Manila, Metro Manila on April 3, 2019."
"2019-04-03","Battles","Armed clash","BIFF: Bangsamoro Islamic Freedom Fighters","","Military Forces of the Philippines (2016-)","","BIFF: Bangsamoro Isl","nan","Military Forces of t","nan","BARMM","Maguindanao","Shariff Aguak","Shariff Aguak","6.8647","124.4417","2","Philippine News Agency","National","4","Four BIFF rebels were killed during an attack by soldiers near the towns of Shariff Aguak, Pagatin, Mamasapano and Shariff Saydona Mustapha at April 3, 2019. Two soldiers were wounded."
"2019-04-03","Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Former Government of the Philippines (2016-)","Unidentified Armed G","nan","Civilians (Philippin","Former Government of","Calabarzon","Laguna","Santa Rosa","Santa Rosa","14.3122","121.1113","1","Rappler","National","0","The former anti-crime chief of an assassinated mayor and his aid were kidnapped by unidentified armed assailants at a hotel in Santa Rosa City, Laguna province on April 3, 2019."
"2019-04-03","Battles","Armed clash","PDP-Laban: Philippine Democratic Party-Power of the Nation","","HNP: Hugpong Ng Pagbabago","PFP: Partido Federal ng Pilipinas","PDP-Laban: Philippin","nan","HNP: Hugpong Ng Pagb","PFP: Partido Federal","Northern Mindanao","Lanao del Norte","Salvador","Salvador","7.9084","123.8644","2","Philippine Daily Inquirer","National","0","Two supporters of PDP-Laban's mayoral candidate and two supporters of Hugpong Ng Pagbabago's mayoral candidate were wounded during a shootout between the supporters of the two candidates at Salvador town, Lanao del Norte province on April 3, 2019."
"2019-04-04","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines); Government of the Philippines (2016-)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Bicol Region","Camarines Norte","Labo","Labo","14.1532","122.8303","2","Philippine News Agency","National","1","A drug suspect who worked for the government was killed during a police raid at Labo town, Camarines Norte province on April 4, 2019."
"2019-04-04","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Women (Philippines)","Unidentified Armed G","nan","Civilians (Philippin","Women (Philippines)","Central Luzon","Bulacan","Pandi","Bunsuran I","14.8592","120.9557","1","Philippine Star","National","0","The niece of a former mayor was wounded during an attack by unidentified assailants at Barangay Bunsuran, Pandi town, Bulacan province on April 4, 2019."
