"event_date","event_type","sub_event_type","actor1","assoc_actor_1","actor2","assoc_actor_2","comp_act1","comp_assoc_act1","comp_act2","comp_assoc_act2","Region","Province","Municipality","Baranggay","latitude","longitude","geo_precision","source","source_scale","fatalities","notes"
"2019-12-02","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines); Muslim Group (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Western Visayas","Negros Occidental","Bacolod","Bacolod","10.6666","122.95","1","Philippine Star; Philippine Daily Inquirer; Manila Bulletin; Panay News","Subnational-National","1","A drug suspect was shot dead in a vigilante-style attack by unidentified armed men in Bacolod, Negros Occidental on the presumed date of 2 December 2019. The fatality was abducted in Barangay 8, Bacolod City, Negros Occidental on the night of 2 December, and his body was found in Barangay Mandalagan of the same city the next day. The victim, a businessman, was also the president of the Maranao Muslim Brotherhood organization in Bacolod."
"2019-12-02","Battles","Armed clash","Unidentified Armed Group (Philippines)","","MILF: Moro Islamic Liberation Front","","Unidentified Armed G","nan","MILF: Moro Islamic L","nan","Soccsksargen","Cotabato","Matalam","Ilian","7.1064","124.9215","1","Philippine Daily Inquirer; GMA News; Philippine Star","National","1","On 2 December 2019, an MILF commander driving home on his motorcycle was shot dead by unidentified assailants in Barangay Ilian, Matalam, Cotabato. The MILF recently began decommissioning its weapons as part of the 2014 peace plan. In recent years, they have assisted the military in fighting Islamist groups in the region. MILF commander assumed off-duty."
"2019-12-02","Violence against civilians","Attack","Military Forces of the Philippines (2016-)","","Civilians (Philippines)","Farmers (Philippines)","Military Forces of t","nan","Civilians (Philippin","Farmers (Philippines","Caraga","Agusan del Norte","Butuan","Butuan","8.9491","125.5436","1","Davao Today","National","2","On 2 December 2019, two farmers were shot dead by the military in Barangay San Mateo, Butuan, Agusan del Norte. The military claimed that the farmers were NPA rebels and were legitimate targets."
"2019-12-03","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Government of the Philippines (2016-)","Unidentified Armed G","nan","Civilians (Philippin","Government of the Ph","Ilocos Region","Pangasinan","Rosales","Carmay East","15.9143","120.6377","1","Abante; Manila Bulletin; Philippine Daily Inquirer","National","1","On 3 December 2019, a village chairman was shot dead by unidentified assailants in Barangay Carmay East, Rosales, Pangasinan. The village chairman was also the husband of the town mayor."
"2019-12-03","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","Police Forces of the Philippines (2016-) Philippine Drug Enforcement Agency","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","Police Forces of the","Civilians (Philippin","Drug Suspects (Phili","NCR","Metro Manila","Muntinlupa","Muntinlupa","14.4079","121.0411","1","Manila Bulletin","National","0","A drug suspect was wounded during a police raid carried out with the Philippine Drug Enforcement Agency in Barangay Putatan, Muntinlupa City on 3 December 2019."
"2019-12-03","Battles","Armed clash","Armed Drug Suspects (Philippines)","","Armed Drug Suspects (Philippines)","","Armed Drug Suspects ","nan","Armed Drug Suspects ","nan","Central Visayas","Cebu","Cebu City","Cebu City","10.3167","123.8907","1","Cebu Daily News","Subnational","2","Two drug suspects were shot dead during a night of violence between rival drug personalities in Barangay Punta Princesa, Cebu City, Cebu on 3 December 2019."
"2019-12-04","Violence against civilians","Attack","NPA: New People's Army","","Civilians (Philippines)","Military Forces of the Philippines (2016-) Citizen Armed Force Geographical Unit","NPA: New People's Ar","nan","Civilians (Philippin","Military Forces of t","Caraga","Surigao del Sur","San Miguel","San Miguel","8.9688","125.945","2","Philippine News Agency","National","2","On 4 December 2019, two auxiliaries of the military's Citizen Armed Force Geographical Unit (CAFGU) were shot dead by suspected NPA militants, while the former were taking a bath at a water source. CAFGU auxiliaries assumed off-duty."
"2019-12-04","Battles","Armed clash","NPA: New People's Army","","Military Forces of the Philippines (2016-)","","NPA: New People's Ar","nan","Military Forces of t","nan","Caraga","Agusan del Norte","Las Nieves","Durian","8.7158","125.3755","1","Philippine Star; ABS CBN; Cebu Daily News","National","1","On 4 December 2019, a suspected NPA militant was shot dead during a 15-minute firefight with government forces in Barangay Durian, Las Nieves, Agusan del Norte. The military also said it took over the NPA camp in the area and retrieved weapons and other items."
"2019-12-04","Battles","Armed clash","ASG: Abu Sayyaf","","Police Forces of the Philippines (2016-)","Police Forces of the Philippines (2016-) Barangay Peacekeeping Action Team","ASG: Abu Sayyaf","nan","Police Forces of the","Police Forces of the","BARMM","Sulu","Patikul","Buhanginan","6.0825","121.0884","1","GMA News; Philippine Daily Inquirer","National","0","On 4 December 2019, three police officers and one civilian security volunteer with the Barangay Peacekeeping Action Team were hurt during a five-minute firefight with suspected Abu Sayyaf militants in Barangay Buhanginan, Patikul, Sulu."
"2019-12-04","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Soccsksargen","Cotabato","Matalam","Dalapitan","7.0475","124.9282","1","Philippine News Agency","National","1","A drug suspect was killed during a police raid in Barangay Dalapitan, Matalam, Cotabato on 4 December 2019."
