"event_date","event_type","sub_event_type","actor1","assoc_actor_1","actor2","assoc_actor_2","comp_act1","comp_assoc_act1","comp_act2","comp_assoc_act2","Region","Province","Municipality","Baranggay","latitude","longitude","geo_precision","source","source_scale","fatalities","notes"
"2017-11-01","Battles","Armed clash","NPA: New People's Army","","Military Forces of the Philippines (2016-)","","NPA: New People's Ar","nan","Military Forces of t","nan","Mimaropa Region","Occidental Mindoro","Rizal","Malawaan","12.511","120.9456","1","Philippine Daily Inquirer","National","0","A brief encounter between government soldiers and New People's Army (NPA) rebels erupted on Nov 1 evening assumed in an area around Barangay Malawaan area, Rizal town, Occidental Mindoro. No casualties reported. Pursuit operations are still ongoing."
"2017-11-01","Battles","Armed clash","Maute Group","ASG: Abu Sayyaf","Military Forces of the Philippines (2016-)","","Maute Group","ASG: Abu Sayyaf","Military Forces of t","nan","BARMM","Lanao del Sur","Marawi","Marawi","8.0034","124.2839","1","Business Mirror (Philippines)","National","2","Two remnants of the combined Maute Group-Abu Sayyaf force were killed while two soldiers were wounded in a clash that erupted at the main battle area in Marawi City on Nov 1."
"2017-11-01","Strategic developments","Looting/property destruction","NPA: New People's Army","","Civilians (Philippines)","Labour Group (Philippines)","NPA: New People's Ar","nan","Civilians (Philippin","Labour Group (Philip","Mimaropa Region","Occidental Mindoro","Rizal","Malawaan","12.511","120.9456","1","Philippine Daily Inquirer","National","0","Property destruction: Around 20 to 30 members of the New People's Army (NPA) allegedly stormed the compound of the Bluemax Tradelink Inc., located in Barangay Malawaan, Rizal town, Occidental Mindoro on Nov 1 and burnt heavy equipment."
"2017-11-02","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","CAR","Abra","Dolores","Lublubba","17.6445","120.7293","1","Foundation for Media Alternatives; Philippine Star","Local partner-National","1","A drug suspect was shot dead in a vigilante-style attack by an unidentified armed man assumed at Barangay Lublubba, Dolores, Abra on Nov 2."
"2017-11-02","Battles","Armed clash","Maute Group","ASG: Abu Sayyaf","Military Forces of the Philippines (2016-)","","Maute Group","ASG: Abu Sayyaf","Military Forces of t","nan","BARMM","Lanao del Sur","Marawi","Marawi","8.0034","124.2839","1","Philippine Daily Inquirer","National","0","A lone remnant of the combined Maute Group-Abu Sayyaf force was shot at by security forces while trying to escape Marawi City on Nov 2. The militant managed to hide in a suspected tunnel."
"2017-11-02","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","NCR","Metro Manila","Caloocan","Caloocan","14.6495","120.9678","1","Foundation for Media Alternatives; Philippine Daily Inquirer","Local partner-National","1","A drug suspect was shot dead in a vigilante-style attack by unidentified armed men inside his house at Phase 9, Bagong Silang, Caloocan City on Nov 2 night."
"2017-11-02","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Pampanga","Angeles","Angeles","15.15","120.5833","1","Foundation for Media Alternatives; Philippine Star","Local partner-National","2","Two drug suspects were killed presumably by vigilantes in their house in Barangay Cauyan, Angeles, Pampanga. Their bodies were found on Nov 2."
"2017-11-02","Protests","Peaceful protest","Protesters (Philippines)","","","","Protesters (Philippi","nan","nan","nan","NCR","Metro Manila","Quezon City","Quezon City","14.6488","121.0509","1","Philippine Daily Inquirer","National","0","Dozens of families of enforced disappearances and extra-judicial killings (EJK) victims gathered at the Bantayog ng mga Bayani Memorial Centre in Quezon City, Manila on Nov 2, to call for a stop to state violence."
"2017-11-03","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","NCR","Metro Manila","Taguig","Taguig","14.5333","121.0666","1","Philippine Star; Foundation for Media Alternatives","Local partner-National","1","A 14-year-old drug suspect was shot dead in a vigilante-style attack by unidentified armed men in Barangay Calzada Tipas, Taguig City on Nov 3 night."
"2017-11-03","Battles","Armed clash","NPA: New People's Army","","Police Forces of the Philippines (2016-)","","NPA: New People's Ar","nan","Police Forces of the","nan","Bicol Region","Sorsogon","Gubat","Gubat","12.9205","124.123","2","Philippine Star","National","0","An undetermined number of suspected New People's Army rebels attacked the Gubat, Sorsogon Municipal Police Station on Nov 3 night. No casualties reported."
"2017-11-03","Battles","Armed clash","NPA: New People's Army","","Police Forces of the Philippines (2016-)","","NPA: New People's Ar","nan","Police Forces of the","nan","Caraga","Agusan del Norte","Butuan","Butuan","8.9491","125.5436","1","Manila Bulletin","National","0","Alleged members of the NPA assaulted a police headquarters located in Barangay San Mateo, Butuan City, Agusan del Norte province on November 3, 2017."
"2017-11-03","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Former Government of the Philippines (2016-)","Unidentified Armed G","nan","Civilians (Philippin","Former Government of","Northern Mindanao","Lanao del Norte","Kapatagan","Kapatagan","7.9003","123.7692","1","Philippine Daily Inquirer","National","1","A former barangay councilor of Kapatagan, Lanao del Norte, who was active in the government's war against drugs was shot dead by unidentified men on his way home on Nov 3."
"2017-11-03","Battles","Armed clash","ASG: Abu Sayyaf","","Military Forces of the Philippines (2016-) Citizen Armed Force Geographical Unit","","ASG: Abu Sayyaf","nan","Military Forces of t","nan","BARMM","Basilan","Lamitan","Lamitan","6.6502","122.1295","2","Philippine Star","National","2","Abu Sayyaf militants reportedly beheaded two militiamen in Basilan province on Nov 3."
"2017-11-04","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Visayas","Cebu","Malabuyoc","Malabuyoc","9.6525","123.3252","2","Manila Times; Foundation for Media Alternatives","Local partner-National","1","A drug suspect was killed during a police raid at Malabuyoc, Cebu on 04 Nov 2017."
"2017-11-05","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Visayas","Cebu","Carmen","Carmen","10.5833","123.9666","2","Foundation for Media Alternatives; Sunstar (Philippines)","Local partner-National","1","A drug suspect was killed during a police raid at Carmen, Cebu on 05 Nov 2017."
"2017-11-05","Battles","Armed clash","Maute Group","ASG: Abu Sayyaf","Military Forces of the Philippines (2016-)","","Maute Group","ASG: Abu Sayyaf","Military Forces of t","nan","BARMM","Lanao del Sur","Marawi","Marawi","8.0034","124.2839","1","AP","International","11","Security forces killed 11 rebel fighters belonging to the Maute Group-Abu Sayyaf force that besieged Marawi City in day-long clashes on Nov 5 during clearing operations in the city."
