"event_date","event_type","sub_event_type","actor1","assoc_actor_1","actor2","assoc_actor_2","comp_act1","comp_assoc_act1","comp_act2","comp_assoc_act2","Region","Province","Municipality","Baranggay","latitude","longitude","geo_precision","source","source_scale","fatalities","notes"
"2017-12-01","Protests","Peaceful protest","Protesters (Philippines)","Students (Philippines)","","","Protesters (Philippi","Students (Philippine","nan","nan","NCR","Metro Manila","Quezon City","Quezon City","14.6488","121.0509","1","Channel News Asia","International","0","A college fraternity of the University of Philippines used its annual naked run to protest the declaration of Martial Law and the government's war on drugs in Quezon City, Metro Manila, National Capital Region on 1 Dec."
"2017-12-01","Battles","Armed clash","NPA: New People's Army","","Military Forces of the Philippines (2016-)","","NPA: New People's Ar","nan","Military Forces of t","nan","Soccsksargen","Sarangani","Alabel","Pag-asa","6.1331","125.4453","1","Manila Times","National","2","Troops from the 73rd Battalion under the 102nd Infantry Brigade encountered 15 members of the New People's Army at Barangay Pag-Asa in Alabel, Sarangani, Soccskargen on Dec 1. The military recovered a number of weapons from the encounter site. 2 members of the NPA were killed."
"2017-12-01","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Western Visayas","Negros Occidental","Bacolod","Bacolod","10.6666","122.95","1","Foundation for Media Alternatives; Sunstar (Philippines)","Local partner-National","1","A drug suspect was killed in a vigilante-style attack by unidentified gunmen at Bacolod, Negros Occidental on 01 Dec 2017."
"2017-12-01","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Calabarzon","Laguna","San Pablo","San Pablo","14.0683","121.3256","1","ABS CBN; Foundation for Media Alternatives","Local partner-National","1","A drug suspect was killed in a vigilante-style attack by unidentified gunmen at San Pablo, Laguna on 01 Dec 2017."
"2017-12-01","Battles","Armed clash","Unidentified Armed Group (Philippines)","","Police Forces of the Philippines (2016-)","","Unidentified Armed G","nan","Police Forces of the","nan","Central Luzon","Nueva Ecija","Cabanatuan","Cabanatuan","15.4858","120.9664","2","Philippine Daily Inquirer","National","0","An unidentified group of armed men fired at a police officer and civilians along a road in Cabanatuan City, Nueva Ecija, Central Luzon Dec 1. The policeman and 3 of the civilians were in a pick-up truck, while 2 of the civilians were bystanders. Six people were wounded."
"2017-12-01","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Eastern Visayas","Leyte","Albuera","Albuera","10.9158","124.6945","2","Foundation for Media Alternatives; Philippine Daily Inquirer","Local partner-National","1","A former employee of a suspected drug lord was killed in a vigilante-style attack by unidentified assailants at Albuera town, Leyte province on 1 December."
"2017-12-01","Violence against civilians","Attack","Maute Group","","Civilians (Philippines)","","Maute Group","nan","Civilians (Philippin","nan","BARMM","Lanao del Sur","Marantao","Matampay","7.9806","124.2264","1","Manila Bulletin; Philippine Star","National","2","On 1 Dec 2017, a councilman and his wife were killed and their house set on fire by alleged Maute group over a land dispute in Brgy. Matampay, Marantao, Lanao del Sur. The children of the deceased were able to identify the perpetrators as their relatives and members of Maute."
"2017-12-02","Battles","Armed clash","NPA: New People's Army","","Police Forces of the Philippines (2016-)","","NPA: New People's Ar","nan","Police Forces of the","nan","Bicol Region","Camarines Norte","Labo","Daguit","14.1841","122.7012","1","Manila Times; Philippine Daily Inquirer","National","1","The New People's Army killed a police officer in a roadside ambush in Barangay Daguit in Labo, Camarines, Bicol Region on Dec 2. Seven others were wounded."
"2017-12-02","Violence against civilians","Attack","NPA: New People's Army","","Civilians (Philippines)","Government of the Philippines (2016-)","NPA: New People's Ar","nan","Civilians (Philippin","Government of the Ph","Cagayan Valley","Cagayan","Baggao","Awallan","17.9556","121.9279","1","Philippine Daily Inquirer","National","1","20 members of New People's Army killed town councilor Angelo Luis at Barangay Awallan in Baggao, Cagayan, Cagayan Valley on December 2 because he was supposedly an 'undercover agent' for the military."
"2017-12-03","Battles","Armed clash","NPA: New People's Army","","Police Forces of the Philippines (2016-)","","NPA: New People's Ar","nan","Police Forces of the","nan","Northern Mindanao","Misamis Oriental","Binuangan","Binuangan","8.9195","124.7837","2","Philippine Daily Inquirer","National","0","Around 60 members of the New People's Army attacked the police at their station in Binuangan town area, Misamis Oriental, Northern Mindanao on Dec 3. The NPA used both guns and a rocket launcher during the attack. 4 cops were wounded."
"2017-12-03","Violence against civilians","Attack","Military Forces of the Philippines (2016-)","","Civilians (Philippines)","Lumad Ethnic Group (Philippines); Manobo Ethnic Group (Philippines); Government of the Philippines (2016-)","Military Forces of t","nan","Civilians (Philippin","Lumad Ethnic Group (","Soccsksargen","South Cotabato","Lake Sebu","Ned","6.3468","124.468","1","ABS CBN; The Guardian; States News Service (Philippines)","National-International","8","On 3 Dec 2017, in Barangay Ned, Lake Sebu, South Cotabato, 8 T'boli-Manobo S'daf Claimants Organization (TAMASCO) members, including the village chief, died after the 27th Infantry Battalion opened fire in their village. The military claims the victims were NPA members killed in an encounter with the military. Rights groups, however, claim that the victims are civilians and have been fighting against businesses and development projects which are using their ancestral lands."
"2017-12-04","Protests","Peaceful protest","Protesters (Philippines)","Pinagkaisang Samahan ng mga Tsuper at Operator Nationwide (Piston)","","","Protesters (Philippi","Pinagkaisang Samahan","nan","nan","Western Visayas","Iloilo","Iloilo City","Iloilo City","10.6969","122.5644","1","Philippine Daily Inquirer; Philippine News Agency","National","0","On 4 Dec 2017, around 28 vehicles joined a caravan protest led by the Pinag-Isang Samahan ng mga Tsuper at Operator Nationwide (Piston) in Iloilo City to denounce the planned phase-out of jeepneys 15 years and older, Tax Reform for Acceleration and Inclusion (TRAIN) and the hike in oil prices."
"2017-12-04","Protests","Peaceful protest","Protesters (Philippines)","","","","Protesters (Philippi","nan","nan","nan","NCR","Metro Manila","Quezon City","Quezon City","14.6488","121.0509","1","Business Mirror (Philippines)","National","0","On 4 Dec 2017, anti-mining activists from towns of Zambales, Manicani, and Homonhon, Eastern Samar held a protest outside the Department of Environment and Natural Resources (DENR) in Quezon City to denounce open-pit mining"
"2017-12-04","Battles","Armed clash","NPA: New People's Army","","Military Forces of the Philippines (2016-)","","NPA: New People's Ar","nan","Military Forces of t","nan","Ilocos Region","Ilocos Sur","Salcedo","Salcedo","17.1547","120.5394","2","Philippine News Agency","National","0","On 4 Dec 2017, 8:30AM, in Salcedo area, Ilocos Sur, a 30-minute firefight occurred between 15 New People's Army (NPA) Platun Sis (Sandino) members and the 71st Division Reconnaissance Company/81st Infantry Battalion. An undetermined number of casualties from the NPA were reported."
"2017-12-04","Strategic developments","Agreement","Enterino Communal Militia (Philippines)","","Bayabao Clan Militia (Philippines)","","Enterino Communal Mi","nan","Bayabao Clan Militia","nan","BARMM","Lanao del Sur","Malabang","Malabang","7.5903","124.0703","2","Philippine News Agency","National","0","Agreement: On 4 Dec 2017, the Bayabao and Enterino clans who belong to the same family from the coastal towns of Malabang and Balabagan settled their rido which started during the May 16 elections by signing peace agreement and swearing in the Qur'an."
"2017-12-04","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Catholic Christian Group (Philippines)","Unidentified Armed G","nan","Civilians (Philippin","Catholic Christian G","Central Luzon","Nueva Ecija","Jaen","Lambakin","15.3717","120.8607","1","Philippine Daily Inquirer; Front Line Defenders; ProtectDefenders.eu","Local partner-Other","1","On 4 Dec 2017, a retired priest and coordinator of the Rural Missionaries of the Philippines was shot dead by motorcycle-riding gunmen while he was driving along Brgy. Lambakin, Jaen, Nueva Ecija. The victim facilitated the release of a political prisoner who was detained at the BJMP jail in Cabanatuan city before he was killed."
"2017-12-05","Violence against civilians","Attack","ASG: Abu Sayyaf","","Civilians (Philippines)","","ASG: Abu Sayyaf","nan","Civilians (Philippin","nan","BARMM","Sulu","Indanan","Langpas","5.975","120.949","1","Philippine Daily Inquirer","National","3","On 5 Dec 2017, the Abu Sayyaf Group harassed a community in Brgy. Langpas, Indanan, Sulu, killing at least 3 civilians and wounding others. One of the members was arrested on 6 Dec 2017."
"2017-12-05","Strategic developments","Disrupted weapons use","Military Forces of the Philippines (2016-)","","NPA: New People's Army","","Military Forces of t","nan","NPA: New People's Ar","nan","Western Visayas","Negros Occidental","Himamaylan","Himamaylan","10.0988","122.8705","2","Manila Times; Philippine News Agency","National","0","Weapons Seizure: On 5 Dec 2017, the 62nd Infrantry Battalion discovered a New People's Army (NPA) encampment in Brgy. Buenavista, Himamaylan City area, Negros Occidental. The army seized the camp's tools, equipment, paraphernalia, and medicines among others."
"2017-12-05","Violence against civilians","Abduction/forced disappearance","Maute Group","","Civilians (Philippines)","","Maute Group","nan","Civilians (Philippin","nan","BARMM","Lanao del Sur","Piagapo","Piagapo","8.0082","124.1899","2","Philippine Star; Philippine News Agency","National","0","On 5 Dec 2017, 3 civilians were allegedly abducted by the Maute and later killed around 6 Dec 2017. Local reports said civilians were abducted near their workplace, which is possibly in Marawi area or in other areas of Lanao del Sur province."
"2017-12-06","Violence against civilians","Attack","Maute Group","","Civilians (Philippines)","","Maute Group","nan","Civilians (Philippin","nan","BARMM","Lanao del Sur","Piagapo","Piagapo","8.0082","124.1899","2","Philippine Star; Philippine News Agency","National","3","The bodies of three victims who were allegedly abducted by Maute in the early week of Dec 2017, were recovered in the borders of Piagapo area and Dado Balindong, Lanao del Sur on 7 Dec 2017. Locals reported seeing unidentified men wearing black clothing and carrying alleged ISIS flags arrive in the area the night of 6 Dec 2017 and hearing gunshots thereafter."
"2017-12-06","Strategic developments","Agreement","Gaang Communal Militia (Philippines)","","Dacalan Communal Militia (Philippines)","","Gaang Communal Milit","nan","Dacalan Communal Mil","nan","CAR","Kalinga","Tabuk","Tabuk","17.4737","121.4679","2","Manila Times","National","0","Agreement: Following the firefight incident on 29 Nov 2017 which signalled the severance of their 'bodong,' a bilateral peace system practiced by Kalinga native tribes, the Gaang and Dacalan Tribes in Kalinga exchanged sipat or peace tokens on 6 Dec 2017 which symbolizes the first stage in the restoration of the bodong."
"2017-12-06","Protests","Peaceful protest","Protesters (Philippines)","KARAPATAN: Alliance for the Advancement of People's Rights","","","Protesters (Philippi","KARAPATAN: Alliance ","nan","nan","NCR","Metro Manila","Quezon City","Quezon City","14.6488","121.0509","1","Philippine Daily Inquirer","National","0","On 6 Dec 2017, a protest led by Barug Katungod Mindanao and Karapatan occurred in front of Camp Aguinaldo, Quezon City, Metro Manila, opposing extra judicial killings in Mindanao."
"2017-12-07","Strategic developments","Agreement","Tulgao Tribal Militia (Philippines)","","Tinglayan Tribal Militia (Philippines)","","Tulgao Tribal Militi","nan","Tinglayan Tribal Mil","nan","CAR","Kalinga","Tabuk","Tabuk","17.4737","121.4679","2","Manila Times","National","0","Agreement: Following the shooting incident on 29 Aug 2017 which signalled the severance of their 'bodong,' a bilateral peace system practiced by Kalinga native tribes, the Tulgao and Tinglayan Tribes in Kalinga exchanged sipat or peace tokens on 7 Dec 2017 which symbolizes the first stage in the restoration of the bodong."
"2017-12-07","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","Military Forces of the Philippines (2016-)","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","Military Forces of t","Civilians (Philippin","Drug Suspects (Phili","Soccsksargen","Cotabato","Kabacan","Kayaga","7.1133","124.8058","1","Philippine News Agency","National","2","Drug suspects were killed during a police raid at Sitio Lote, Brgy. Kayaga, Kabacan, North Cotabato on 7 Dec 2017."
"2017-12-07","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Former NPA: New People's Army","Unidentified Armed G","nan","Civilians (Philippin","Former NPA: New Peop","Mimaropa Region","Palawan","Brooke's Point","Samarenana","8.7754","117.7083","1","Philippine News Agency","National","1","On 7 Dec 2017, a former New People's Army (NPA) member, was shot by two unidentified assailants in Sitio Cabangaan, Brgy. Samariniana, Brooke's Point, Palawan."
"2017-12-07","Battles","Armed clash","NPA: New People's Army","","Military Forces of the Philippines (2016-)","","NPA: New People's Ar","nan","Military Forces of t","nan","Western Visayas","Negros Occidental","Himamaylan","Himamaylan","10.0988","122.8705","2","Manila Times; Philippine News Agency","National","0","On 7 Dec 2017, in Sitio Cunalom, Brgy. Carabalan, Himamaylan City area, Negros Occidental, a battle between the 62nd Infantry Battalion and about 30 alleged New People's Army (NPA) occurred leaving 2 soldiers wounded."
"2017-12-07","Protests","Peaceful protest","Protesters (Philippines)","","","","Protesters (Philippi","nan","nan","nan","NCR","Metro Manila","Manila","Manila","14.6042","120.9822","1","Philippine Daily Inquirer","National","0","On 7 Dec 2017, more than 50 members of Barug Katungod Mindanao (Mindanao Stand for Human Rights) staged a protest in Padre Faura Street, Ermita, Manila, Metro Manila opposing the Supreme Court's decision of upholding the constitutionality of Martial Law in Mindanao."
"2017-12-07","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Government of the Philippines (2016-); Teachers (Philippines)","Unidentified Armed G","nan","Civilians (Philippin","Government of the Ph","Western Visayas","Negros Occidental","Talisay","Talisay","10.7375","122.9666","1","Philippine News Agency","National","0","On 7 Dec 2017, a Technical Education and Skills Development Authority (TESDA) Negros Occidental Director was shot and wounded by unidentified armed men in Trangka Street, Brgy. Zone 12, Talisay City, Negros Occidental."
"2017-12-08","Battles","Armed clash","ASG: Abu Sayyaf","","Military Forces of the Philippines (2016-)","","ASG: Abu Sayyaf","nan","Military Forces of t","nan","BARMM","Sulu","Old Panamao","Su-uh","6.0157","121.1852","1","Philippine Daily Inquirer; Philippine News Agency","National","3","On Dec 8, in Sitio Buling-Buling, Brgy. Su-uh, Panamao, Sulu, a 10-min battle ensued between soldiers and 20 members of the Abu Sayyaf Group (ASG) led by Radullan Sahiron, killing 3 ASG members."
"2017-12-08","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","NPA: New People's Army","Unidentified Armed G","nan","Civilians (Philippin","NPA: New People's Ar","Davao Region","Davao del Sur","Davao City","Davao City","7.0731","125.6128","1","Davao Today; Philippine Daily Inquirer","Subnational-National","1","On 8 Dec 2017, Sulong Kultura (Sukol) member was killed and his brother went missing. Karapatan claimed the victim died in Brgy. Callawa while police report said he died in Brgy. Pangyan. Police reports also claimed that he is part of the Special Partisan Unit (Sparu) of the New People's Army (NPA) group and was about to surrender to authorities when the incident happened."
"2017-12-08","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Soccsksargen","South Cotabato","Polomolok","Polomolok","6.2833","125.0833","2","Foundation for Media Alternatives; Philippine Star","Local partner-National","3","Three drug suspects were killed during a police raid at Polomolok, South Cotabato on 08 Dec 2017."
"2017-12-08","Battles","Armed clash","NPA: New People's Army","","Military Forces of the Philippines (2016-)","","NPA: New People's Ar","nan","Military Forces of t","nan","Zamboanga Peninsula","Zamboanga del Sur","Lakewood","Gasa","7.9139","123.184","1","Manila Times","National","1","On 13 Dec 2017, a 3-hour firefight occurred between the Army's 53rd Infantry Battalion and New People's Army's (NPA's) Western Mindanao Regional Party Committee in Gasa, Lakewood, Zamboanga del Sur, leaving 1 NPA killed and 3 soldiers wounded. NPA grenade launchers, ammunition and tactical radios were recovered by the military in the encounter site."
"2017-12-08","Protests","Peaceful protest","Protesters (Philippines)","Lumad Ethnic Group (Philippines); Moro Muslim Group (Philippines); KARAPATAN: Alliance for the Advancement of People's Rights; Kalipunan ng Damayang Mahihirap (Kadamay)","","","Protesters (Philippi","Lumad Ethnic Group (","nan","nan","NCR","Metro Manila","Manila","Manila","14.6042","120.9822","1","Philippine Star; Philippine Daily Inquirer","National","0","On 8 Dec 2017, protesters gather in Mendiola Street, San Miguel, Manila, Metro Manila to partake in the celebration of the Human Rights Day, opposing the martial law in Mindanao, attacks in lumad communities, and the administration's war on drugs."
"2017-12-08","Violence against civilians","Attack","Military Forces of the Philippines (2016-)","","Civilians (Philippines)","","Military Forces of t","nan","Civilians (Philippin","nan","Bicol Region","Masbate","Batuan","Lagundi","12.3898","123.7476","1","Baretang Bikolnon","Subnational","1","On 8 Dec 2017, in a case of extra-judicial killings Aldrin Sese of Pamalakaya was shot and killed by unidentified armed men, suspected state agents, in Lagundi village, Batuan, Masbate"
"2017-12-08","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","NCR","Metro Manila","Quezon City","Quezon City","14.6488","121.0509","1","Foundation for Media Alternatives; Philippine Star","Local partner-National","1","A drug suspect was killed in a vigilante-style attack by an unidentified gunman at Quezon City, Metro Manila on 08 Dec 2017."
"2017-12-08","Battles","Armed clash","NPA: New People's Army","","Military Forces of the Philippines (2016-)","Police Forces of the Philippines (2016-); Police Forces of the Philippines (2016-) Regional Intelligence Unit","NPA: New People's Ar","nan","Military Forces of t","Police Forces of the","Bicol Region","Masbate","Baleno","Banase","12.4277","123.4647","1","Philippine News Agency","National","0","On 8 Dec 2017, in Purok 7, Brgy. Banase, Baleno, Masbate, a firefight occurred between the New People's Army (NPA) and the 2nd Infantry Battalion (2IB), 9th Infantry Division of the Philippine Army (PA) and the Police Regional Office (PRO5) and Regional Intelligence Unit (RIU). A number of NPAs were injured and their weapons seized."
"2017-12-09","Explosions/Remote violence","Remote explosive/landmine/IED","Military Forces of the Philippines (2016-)","","BIFF: Bangsamoro Islamic Freedom Fighters","","Military Forces of t","nan","BIFF: Bangsamoro Isl","nan","BARMM","Maguindanao","Upi","Mirab","7.0425","124.1694","1","Manila Times; Philippine Daily Inquirer","National","0","On 9 Dec 2017, the Bangsamoro Islamic Freedom Fighters (BIFF) detonated an improvised bomb along a road in Brgy. Mirab, Upi, Maguindanao injuring six (6) 5th Marine Battalion Landing Team members. The BIFF claimed responsibility for the attack but investigators are not convinced of this claim."
"2017-12-09","Violence against civilians","Attack","Bantay Dagat","","Civilians (Philippines)","Fishermen (Philippines)","Bantay Dagat","nan","Civilians (Philippin","Fishermen (Philippin","Zamboanga Peninsula","Zamboanga del Norte","Rizal","Rizal","8.5379","123.5458","2","Philippine Star","National","0","On 9 Dec 2017, five fishermen were attacked by two armed coastal patrols, Bantay Dagat, in the waters off Libay area, Rizal, Zamboanga del Norte, leaving a fisherman wounded and missing."
"2017-12-09","Explosions/Remote violence","Grenade","Police Forces of the Philippines (2016-)","","BIFF: Bangsamoro Islamic Freedom Fighters","","Police Forces of the","nan","BIFF: Bangsamoro Isl","nan","BARMM","Maguindanao","Upi","Nuro","7.01","124.1625","1","Philippine Daily Inquirer; Manila Times; Philippine Star","National","0","On 9 Dec 2017, armed men fired a grenade from an M203 launched which landed on a roadside police outpost of the 1st Maneuver Platoon of the Provincial Public Safety Company in Brgy. Nuro, Upi, Maguindanao and severely injured a police officer. The BIFF claimed responsibility for the attack but investigators are not convinced of this claim."
