"event_date","event_type","sub_event_type","actor1","assoc_actor_1","actor2","assoc_actor_2","comp_act1","comp_assoc_act1","comp_act2","comp_assoc_act2","Region","Province","Municipality","Baranggay","latitude","longitude","geo_precision","source","source_scale","fatalities","notes"
"2016-04-01","Protests","Excessive force against protesters","Military Forces of the Philippines (2010-2016)","","Protesters (Philippines)","Farmers (Philippines)","Military Forces of t","nan","Protesters (Philippi","Farmers (Philippines","Soccsksargen","Cotabato","Kidapawan","Kidapawan","7.0083","125.0894","1","Bulatlat","National","1","The Army opened fire on protesting farmers, killing at least one and wounding around 30 others on 1 April 2016 in Kidapawan City, Cotabato. The farmers had staged a protest at the National Food Authority in Kidapawan City against government neglect at a time of drought, demanding rice subsidies and relief. [size=no report]"
"2016-04-01","Riots","Violent demonstration","Rioters (Philippines)","Farmers (Philippines)","Police Forces of the Philippines (2010-2016)","","Rioters (Philippines","Farmers (Philippines","Police Forces of the","nan","Soccsksargen","Cotabato","Kidapawan","Kidapawan","7.0083","125.0894","1","Manila Times; ProtectDefenders.eu; AP; Front Line Defenders; Australian Associated Press; Philippine Daily Inquirer","Local partner-Other","2","On 1 Apr 2016, farmers staged a demonstration in Kidapawan City, Cotabato to demand government relief worth 15,000 sacks of rice as promised to them by the governor. The demonstrations turned violent as the demonstrators and the police clashed, leaving 2 farmers killed, 179 people wounded, and 77 rioters detained. One of the deceased is a Tinananon Kulamanon Lumadnong Panaghiusa sa Arakan member. [size=around 6,000]"
"2016-04-01","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Former Police Forces of the Philippines (2010-2016)","Unidentified Armed G","nan","Civilians (Philippin","Former Police Forces","Western Visayas","Negros Occidental","Bacolod","Bacolod","10.6666","122.95","2","Philippine Star","National","2","On 1 Apr 2016, a former police officer and a carpenter were shot dead by unidentified armed men while the victims were in a drinking session in Brgy. Mansilingan, Bacolod City, Negros Occidental."
"2016-04-02","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Farmers (Philippines)","Unidentified Armed G","nan","Civilians (Philippin","Farmers (Philippines","Davao Region","Davao de Oro","Pantukan","Pantukan","7.2517","126.1578","2","Bulatlat","National","0","The protest camp of banana workers in Pantukan, Davao de Oro was attacked on 2 April 2016 by motorcycle-riding gunmen. Three trade unionists were narrowly missed. The banana workers had been striking against arbitrary dismissals."
"2016-04-02","Violence against civilians","Attack","Police Forces of the Philippines (2010-2016)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Calabarzon","Quezon","Candelaria","Malabanban Sur","13.9316","121.4386","1","Manila Times","National","1","A drug suspect and alleged member of a gun-for-hire group (Batang Kubo Criminal Gang), was shot dead during a police raid around Brgy. Malabanban Sur, Candelaria, Quezon around 2 Apr 2016."
"2016-04-02","Strategic developments","Arrests","Military Forces of the Philippines (2010-2016)","Police Forces of the Philippines (2010-2016)","BIFF: Bangsamoro Islamic Freedom Fighters","","Military Forces of t","Police Forces of the","BIFF: Bangsamoro Isl","nan","BARMM","Maguindanao","Cotabato City","Cotabato City","7.2236","124.2463","1","Philippine News Agency","National","0","Arrests: Around 2 Apr 2016, a field commander of the Bangsamoro Islamic Freedom Fighters (BIFF) Special Operations Group involved in bomb making and guerrilla operations, was arrested Cotabato Regional and Medical Center (CRMC), Cotabato City, Maguindanao, by joint army and police."
"2016-04-02","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Police Forces of the Philippines (2010-2016)","Unidentified Armed G","nan","Civilians (Philippin","Police Forces of the","NCR","Metro Manila","Caloocan","Caloocan","14.6495","120.9678","1","Philippine Daily Inquirer","National","2","On 2 Apr 2016, a Barangay 128 Chair shot dead a jeepney barker (civilian) and an off-duty police officer in Caloocan City, Metro Manila. 1 other person was wounded due to the incident."
"2016-04-02","Protests","Peaceful protest","Protesters (Philippines)","Farmers (Philippines)","","","Protesters (Philippi","Farmers (Philippines","nan","nan","Soccsksargen","Cotabato","Kidapawan","Kidapawan","7.0083","125.0894","1","Philippine Daily Inquirer; Manila Times; Australian Associated Press; AP","National-International","0","Between 30 Mar-7 Apr 2016, around 6,000 farmers staged an ongoing protest in Kidapawan City, Cotabato to demand government relief worth 15,000 sacks of rice which was promised to them by the governor."
"2016-04-02","Battles","Armed clash","NPA: New People's Army","","Military Forces of the Philippines (2010-2016)","","NPA: New People's Ar","nan","Military Forces of t","nan","Bicol Region","Masbate","Masbate City","Masbate City","12.3716","123.6249","2","Philippine News Agency","National","0","On 2 Apr 2016, a 10-minute firefight occurred between New People's Army (NPA) Sparu members and the Special Task Force Masbate army soldiers in Brgy. Pating, Masbate City, Masbate. 2 were hurt during the incident."
"2016-04-02","Battles","Armed clash","NPA: New People's Army","","Military Forces of the Philippines (2010-2016)","Police Forces of the Philippines (2010-2016)","NPA: New People's Ar","nan","Military Forces of t","Police Forces of the","Davao Region","Davao de Oro","Nabunturan","Mainit","7.5051","126.0052","1","Thai News Service; Philippine Star","National-Regional","1","On 2 Apr 2016, around a 20-minute firefight occurred between New People's Army (NPA) Guerilla Front 27 and the Army's 25th Infantry Battalion and members of the local police in Brgy. Mainit, Nabunturan, Davao de Oro. 1 NPA died. Weapons and other materials were recovered in the site."
"2016-04-03","Protests","Peaceful protest","Protesters (Philippines)","Farmers (Philippines)","","","Protesters (Philippi","Farmers (Philippines","nan","nan","Soccsksargen","Cotabato","Kidapawan","Kidapawan","7.0083","125.0894","1","Manila Times; Australian Associated Press; Philippine Daily Inquirer; AP","National-International","0","Between 30 Mar-7 Apr 2016, around 6,000 farmers staged an ongoing protest in Kidapawan City, Cotabato to demand government relief worth 15,000 sacks of rice which was promised to them by the governor."
"2016-04-03","Battles","Armed clash","NPA: New People's Army","","Police Forces of the Philippines (2010-2016)","","NPA: New People's Ar","nan","Police Forces of the","nan","Northern Mindanao","Misamis Oriental","Talisayan","Mandahilag","8.9589","124.9528","1","Philippine Daily Inquirer","National","0","On 3 Apr 2016, police officers (PO Orlando Magamay (retired) and SPO4 Rene Rombo) were abducted by the North Central Mindanao Region New People's Army (NPA) Group at a roadblock the NPAs set-up in Brgy. Mandahilag, Talisayan, Misamis Oriental. One officer (Rombo) was later on freed due to health reasons."
"2016-04-03","Battles","Armed clash","NPA: New People's Army","","Police Forces of the Philippines (2010-2016)","","NPA: New People's Ar","nan","Police Forces of the","nan","Northern Mindanao","Bukidnon","Impasugong","Capitan Bayong","8.2772","125.0228","1","Philippine Daily Inquirer","National","0","On 3 Apr 2016, two police officers (SPO1 Warren Hansol Conales and PO3 Edwin Castor) were abducted by the North Central Mindanao Region New People's Army (NPA) Group at a roadblock the NPAs set-up in Brgy. Capitan Bayong, Impasug-ong town, Bukidnon."
