"event_date","event_type","sub_event_type","actor1","assoc_actor_1","actor2","assoc_actor_2","comp_act1","comp_assoc_act1","comp_act2","comp_assoc_act2","Region","Province","Municipality","Baranggay","latitude","longitude","geo_precision","source","source_scale","fatalities","notes"
"2020-09-01","Strategic developments","Other","Government of the Philippines (2016-)","","","","Government of the Ph","nan","nan","nan","Central Luzon","Zambales","Olongapo","Olongapo","14.8341","120.2805","1","ABS CBN; Philippine Star; Manila Bulletin; Rappler; CNN","National-International","0","On 1 September 2020, a local court in Olongapo (Zambales, Central Luzon) ordered the early release of a US marine convicted of killing a Filipino transgender woman in 2014, supposedly due to the US marine's good behavior in detention. The US marine, who has been held in a local facility since 2014 and was meant to serve a 10-year sentence for homicide, was in the country as part of the Visiting Forces Agreement (VFA) between the Philippines and the United States. The court order has been criticised by several groups including the Office of the President, and it has reignited debate on the VFA, which President Duterte originally wanted to abrogate earlier this year, but the abrogation was postponed due to the pandemic. On 7 September, President Duterte granted the US marine an absolute pardon amid widespread criticism, rendering moot legal challenges to the early release and triggering several protests over the issue. On 13 September, the US marine was flown out of the Philippines."
"2020-09-01","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Government of the Philippines (2016-)","Unidentified Armed G","nan","Civilians (Philippin","Government of the Ph","Mimaropa Region","Occidental Mindoro","Mamburao","Mamburao","13.2226","120.5962","1","Manila Bulletin","National","0","On 1 September 2020, the provincial governor of Occidental Mindoro was left unhurt in an attempted knife attack by an assailant at his office in Mamburao (Occidental Mindoro, Mimaropa Region). The motive for the attack was unclear. The assailant, a businessman, was arrested."
"2020-09-02","Protests","Peaceful protest","Protesters (Philippines)","GABRIELA: General Assembly Binding Women for Reforms, Integrity, Equality, Leadership, and Action; Women (Philippines)","","","Protesters (Philippi","GABRIELA: General As","nan","nan","NCR","Metro Manila","Quezon City","Quezon City","14.6488","121.0509","1","Manila Bulletin","National","0","On 2 September 2020, women's group GABRIELA staged a demonstration in front of the Department of Social Welfare and Development office in Quezon City (Metro Manila, National Capital Region), to criticize the delay in the government's release of cash aid in response to the COVID-19 (coronavirus) pandemic. [size=no report]"
"2020-09-02","Battles","Armed clash","ASG: Abu Sayyaf","","Military Forces of the Philippines (2016-)","","ASG: Abu Sayyaf","nan","Military Forces of t","nan","BARMM","Basilan","Hadji Mohammad Ajul","Hadji Mohammad Ajul","6.6363","122.2776","1","Philippine News Agency","National","1","On 2 September 2020, an Abu Sayyaf militant was killed in a firefight with the military in Hadji Mohammad Ajul (Basilan, Bangsamoro Autonomous Region in Muslim Mindanao)."
"2020-09-02","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Western Visayas","Iloilo","Iloilo City","Iloilo City","10.6969","122.5644","1","Panay News","Subnational","1","On 2 September 2020, a drug suspect was shot dead in a vigilante-style attack by unidentified assailants in Barangay Santo Nino Sur, Iloilo City (Iloilo, Western Visayas). Police said that the slain suspect had previously surrendered to authorities for involvement in illegal drugs."
"2020-09-02","Strategic developments","Looting/property destruction","NPA: New People's Army","","Civilians (Philippines)","Government of the Philippines (2016-)","NPA: New People's Ar","nan","Civilians (Philippin","Government of the Ph","Soccsksargen","Sultan Kudarat","Kalamansig","Datu Ito Andong","6.4906","124.0826","1","Philippine Daily Inquirer","National","0","On 2 September 2020, suspected NPA militants set a backhoe being used for government infrastructure projects on fire in Barangay Datu Ito Andong (Kalamansig, Sultan Kudarat, Soccsksargen)."
"2020-09-02","Battles","Armed clash","NPA: New People's Army","","Military Forces of the Philippines (2016-)","","NPA: New People's Ar","nan","Military Forces of t","nan","Soccsksargen","Sultan Kudarat","Kalamansig","Datu Ito Andong","6.4906","124.0826","1","Sunstar (Philippines); Philippine Daily Inquirer; Philippine News Agency","National","1","On 2 September 2020, a government soldier was wounded during a 30-minute firefight between the NPA and the military in Barangay Datu Ito Andong (Kalamansig, Sultan Kudarat, Soccsksargen). The soldier later died at the hospital."
"2020-09-02","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Bulacan","San Jose del Monte","San Jose del Monte","14.8138","121.0452","1","Philippine Star","National","1","On 2 September 2020, a drug suspect was killed during a police raid in Barangay Muzon, San Jose del Monte (Bulacan, Central Luzon)."
"2020-09-02","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Government of the Philippines (2016-)","Unidentified Armed G","nan","Civilians (Philippin","Government of the Ph","CAR","Mountain Province","Bauko","Balintaugan","17.0492","120.8651","1","Northern Philippine Times; Philippine Star","Subnational-National","1","On 2 September 2020, a barangay councilor also known to be anti-corruption advocate was shot dead by unidentified assailants at his home in Barangay Balintaugan (Bauko, Mountain Province, Cordillera Administrative Region). The motive for the attack was unclear."
"2020-09-02","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","nan","Civilians (Philippin","Drug Suspects (Phili","Western Visayas","Negros Occidental","Bacolod","Bacolod","10.6666","122.95","1","Philippine News Agency","National","0","On 2 September 2020, a drug suspect was wounded during a police raid in Barangay Bata, Bacolod (Negros Occidental, Western Visayas). Police said they recovered shabu (crystal meth) from the suspect."
