"event_date","event_type","sub_event_type","actor1","assoc_actor_1","actor2","assoc_actor_2","comp_act1","comp_assoc_act1","comp_act2","comp_assoc_act2","Region","Province","Municipality","Baranggay","latitude","longitude","geo_precision","source","source_scale","fatalities","notes"
"2019-09-01","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Government of the Philippines (2016-)","Unidentified Armed G","nan","Civilians (Philippin","Government of the Ph","CAR","Abra","Bangued","Bangued","17.6166","120.5833","2","Philippine Star","National","1","On 1 Sept 2019, in Bangued, Abra, an aide of a congressman was shot dead by motorcycle-riding assailants. The congressman was previously a wounded in a grenade attack by unidentified assailants."
"2019-09-01","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","Police Forces of the Philippines (2016-) Provincial Intelligence Branch ; Police Forces of the Philippines (2016-) Philippine Drug Enforcement Agency","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","Police Forces of the","Civilians (Philippin","Drug Suspects (Phili","Central Visayas","Bohol","Clarin","Bacani","9.9631","124.0424","1","Bohol Chronicle","Subnational","2","Two drug suspects were killed during a police raid conducted by the Regional Special Operations Group, Provincial Intelligence Branch, BPPO and the PDEA at Barangay Bacani, Clarin, Bohol on 1 Sept 2019."
"2019-09-01","Strategic developments","Change to group/activity","Military Forces of the Philippines (2016-)","","","","Military Forces of t","nan","nan","nan","Western Visayas","Negros Occidental","Bacolod","Bacolod","10.6666","122.95","2","Manila Bulletin; Thai News Service","National-Regional","0","On 1 September 2019, a special Joint Task Force was established by the military on the island of Negros (the provinces of Negros Occidental and Negros Oriental), called Joint Task Force (JTF) Negros, with the aim of ending the decades-old communist insurgency by year's end."
"2019-09-02","Violence against civilians","Attack","Police Forces of the Philippines (2016-)","Police Forces of the Philippines (2016-) Philippine Drug Enforcement Agency","Civilians (Philippines)","Drug Suspects (Philippines)","Police Forces of the","Police Forces of the","Civilians (Philippin","Drug Suspects (Phili","BARMM","Maguindanao","Parang","Parang","7.3703","124.2697","2","Philippine News Agency","National","2","Two drug suspects were killed during a police raid conducted by the police and PDEA at Parang, Maguindanao on 2 Sept 2019."
"2019-09-02","Battles","Armed clash","Armed Drug Suspects (Philippines)","","Police Forces of the Philippines (2016-) Philippine Drug Enforcement Agency","Police Forces of the Philippines (2016-) Regional Police Drug Enforcement Unit; Military Forces of the Philippines (2016-)","Armed Drug Suspects ","nan","Police Forces of the","Police Forces of the","Zamboanga Peninsula","Zamboanga Sibugay","Ipil","Upper Pangi","7.8093","122.6106","1","Manila Bulletin; Sunstar (Philippines)","National","4","Three drug suspects were killed during a shootout with the PDEA, military, and police RDEU at Purok Javier, Barangay Upper Pangi, Ipil, Zamboanga Sibugay on 2 Sept 2019. One policeman was killed and another one wounded. One person was arrested. The suspects are also allegedly members of Barahama Alih Criminal Group and an MNLF sub-group."
"2019-09-02","Battles","Armed clash","Unidentified Armed Group (Philippines)","","Police Forces of the Philippines (2016-) Barangay Peace and Security Officer","Police Forces of the Philippines (2016-)","Unidentified Armed G","nan","Police Forces of the","Police Forces of the","Bicol Region","Masbate","Placer","Placer","11.8687","123.9184","2","Philippine Daily Inquirer","National","1","On 2 Sept 2019, in Placer, Masbate, a village chief and chief watchman were wounded following an attack by unidentified assailants. A subsequent gunfight by suspects and police officers occurred, killing one of the suspects."
"2019-09-02","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Military Forces of the Philippines (2016-) Scout Ranger","Unidentified Armed G","nan","Civilians (Philippin","Military Forces of t","BARMM","Maguindanao","Cotabato City","Cotabato City","7.2236","124.2463","1","ABS CBN","National","1","On 2 Sept 2019, in Barangay Rosary Heights Mother, Cotabato City, Maguindanao, an off-duty soldier assigned to the 3rd Scout Ranger Battalion in Pagadian City was shot dead by unidentified assailants."
"2019-09-02","Battles","Armed clash","Unidentified Armed Group (Philippines)","","Unidentified Armed Group (Philippines)","","Unidentified Armed G","nan","Unidentified Armed G","nan","Central Visayas","Cebu","Cebu City","Cebu City","10.3167","123.8907","1","Cebu Daily News; Philippine Daily Inquirer; Rappler","Subnational-National","0","On 2 Sept 2019, in Cebu City, Cebu, a lawyer was ambushed by unknown assailants outside the Cebu City Hall of Justice. The lawyer returned fire but was injured in the ambush. Police are looking into the possibility of the lawyer's involvement in controversial cases as the reason for the incident. He previously worked on cases involving government officials."
"2019-09-02","Battles","Armed clash","Armed Drug Suspects (Philippines)","","Police Forces of the Philippines (2016-)","Military Forces of the Philippines (2016-); Police Forces of the Philippines (2016-) Barangay Peacekeeping Action Team","Armed Drug Suspects ","nan","Police Forces of the","Military Forces of t","BARMM","Maguindanao","Cotabato City","Cotabato City","7.2236","124.2463","1","Philippine News Agency","National","0","A drug suspect fired at a patrol convoy composed of the Cotabato City mayor, police, soldiers, and members of the Barangay Peacekeeping Action Team at Cotabato City area, Maguindanao on 2 Sept 2019. The drug suspect was arrested but his companion managed to escape. The detainee was previously arrested for firing at properties in residential areas."
"2019-09-02","Violence against civilians","Attack","Unidentified Clan Militia (Philippines)","","Civilians (Philippines)","Government of the Philippines (2016-)","Unidentified Clan Mi","nan","Civilians (Philippin","Government of the Ph","BARMM","Maguindanao","Cotabato City","Cotabato City","7.2236","124.2463","1","Philippine Daily Inquirer","National","1","On 2 Sept 2019, in Cotabato City, Maguindanao, a village councilor was shot dead by unidentified motorcycle-riding assailants. His wife, who was with him, was spared from the attack. Investigators believe that the attack might be related to rido or clan war."
