"event_date","event_type","sub_event_type","actor1","assoc_actor_1","actor2","assoc_actor_2","comp_act1","comp_assoc_act1","comp_act2","comp_assoc_act2","Region","Province","Municipality","Baranggay","latitude","longitude","geo_precision","source","source_scale","fatalities","notes"
"2017-02-01","Strategic developments","Disrupted weapons use","ASG: Abu Sayyaf","","","","ASG: Abu Sayyaf","nan","nan","nan","BARMM","Basilan","Lamitan","Lamitan","6.6502","122.1295","2","Philippine Star","National","0","Detonation: Abi Sayyaf is believed to be behind several bombings in Basilan province in the week from Jan 30 to Feb 5."
"2017-02-01","Battles","Armed clash","NPA: New People's Army","","Military Forces of the Philippines (2016-)","","NPA: New People's Ar","nan","Military Forces of t","nan","Northern Mindanao","Bukidnon","Malaybalay","Malaybalay","8.1575","125.1277","1","Philippine Star","National","3","New People's Army (NPA) rebels shot dead three Army soldiers belonging to the Army's 8th Infantry Battalion in Sitio Kalib, Barangay Kibalabag, Malaybalay City, Bukidnon on February 1 afternoon."
"2017-02-01","Battles","Armed clash","BIFF: Bangsamoro Islamic Freedom Fighters","","Military Forces of the Philippines (2016-)","","BIFF: Bangsamoro Isl","nan","Military Forces of t","nan","Soccsksargen","Cotabato","Midsayap","Nabalawag","7.0978","124.4935","1","Philippine Star","National","0","Bangsamoro Islamic Freedom Fighters (BIFF) militants attacked a command post of the Alpha Co. the Army's 34thInfantry Battalion in Barangay Nabalawag in Midsayap town somewhen between January 30 and February 2. Villagers said two BIFF gunmen were wounded."
"2017-02-01","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Bulacan","Plaridel","Banga I","14.8827","120.867","1","Philippine Star","National","1","A drug suspect was shot dead in a vigilante-style attack by unidentified armed men at Barangay Banga 1st in Plaridel area, Bulacan on Wednesday (Feb 1)."
"2017-02-01","Battles","Armed clash","NPA: New People's Army","","Military Forces of the Philippines (2016-)","","NPA: New People's Ar","nan","Military Forces of t","nan","Central Luzon","Bulacan","Malolos","Bulihan","14.862","120.8065","1","Manila Times","National","0","New People's Army (NPA) attacked a Philippine Air Force (PAF) detachment manned by 30 personnel from the 730th PAF Combat Group at Sitio Buntog, Barangay Bulihan in Nasugbu area, Batangas at about 8.15pm on February 1. No one was hurt."
"2017-02-01","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Journalists (Philippines)","Unidentified Armed G","nan","Civilians (Philippin","Journalists (Philipp","Soccsksargen","Cotabato","Mlang","Mlang","6.9466","124.8783","2","Philippine Daily Inquirer","National","1","A block time radio announcer was killed while his daughter was wounded when two men shot them in M'lang town in North Cotabato province on Wednesday. The motive is still unclear."
"2017-02-01","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Bulacan","Bocaue","Batia","14.828","120.9385","1","Philippine Star","National","1","A drug suspect was shot dead in a vigilante-style attack by unidentified armed men at Barangay Batia in Bocaue town, Bulacan on Wednesday (Feb 1)."
"2017-02-01","Battles","Armed clash","NPA: New People's Army","","Military Forces of the Philippines (2016-)","Police Forces of the Philippines (2016-)","NPA: New People's Ar","nan","Military Forces of t","Police Forces of the","Davao Region","Davao Oriental","Manay","Lambog","7.2645","126.4818","1","Philippine Daily Inquirer; Davao Today","Subnational-National","3","Government troops of the 67th Infantry Battalion and the police were ambushed by about 30 New People's Army (NPA) rebels at Sitio Paliwason, Barangay (village) Lambog in Manay town in Davao Oriental on Wednesday (Feb 1) afternoon. One junior officer was killed and one soldier was wounded in the attack. Two civilians were also killed during the attack and both armed groups blamed each other for their death."
"2017-02-01","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","NCR","Metro Manila","Pateros","Pateros","14.5462","121.0697","2","Foundation for Media Alternatives; Philippine Daily Inquirer","Local partner-National","1","A drug suspect was killed in a vigilante-style attack by unidentified assailants at Pateros City, Metro Manila on February 1, 2017 as reported in the Philippine Daily Inquirer Kill List."
"2017-02-02","Strategic developments","Disrupted weapons use","ASG: Abu Sayyaf","","","","ASG: Abu Sayyaf","nan","nan","nan","BARMM","Basilan","Lamitan","Lamitan","6.6502","122.1295","1","Philippine Star","National","0","Detonation: Abu Sayyaf was tagged in a grenade explosion at an abandoned building at the Lamitan District Emergency Hospital in Barangay Limook in Lamitan City, Basilan on February 2. No one was hurt."
"2017-02-02","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Bulacan","Malolos","Malolos","14.8443","120.8104","1","Philippine Star","National","1","A drug suspect was shot dead by suspected vigilantes in Barangay Anilao, Malolos city, Bulacan, on Feb 2."
"2017-02-02","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Central Luzon","Bulacan","San Rafael","Talacsan","14.9663","120.985","1","Philippine Star","National","1","A drug suspect was shot dead by suspected vigilantes in Barangay Talacsan, San Rafael town in Bulacan, on Feb 2."
"2017-02-02","Violence against civilians","Attack","Unidentified Armed Group (Philippines)","","Civilians (Philippines)","Judges (Philippines)","Unidentified Armed G","nan","Civilians (Philippin","Judges (Philippines)","Caraga","Surigao del Norte","Surigao City","Surigao City","9.789","125.495","1","Foundation for Media Alternatives; Philippine Daily Inquirer","Local partner-National","1","A retired Regional Trial Court judge who worked on a number of drug cases was shot to death by a lone gunman on Thursday (Feb 2) along Borja Street in Surigao City. The motive is still unclear."
"2017-02-02","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","NCR","Metro Manila","Caloocan","Caloocan","14.6495","120.9678","1","Manila Times","National","2","Two drug suspects were shot dead in a vigilante-style attack by unidentified armed men at Purok 4, Barangay 28 in Caloocan City on February 2."
"2017-02-02","Protests","Peaceful protest","Protesters (Philippines)","Labour Group (Philippines)","","","Protesters (Philippi","Labour Group (Philip","nan","nan","NCR","Metro Manila","Pasay","Pasay","14.5374","121.0014","1","Business Mirror (Philippines)","National","0","Hundreds of employees of the Samahan ng Manggagawa sa Paliparan ng Pilipinas (SMPP) held a silent protest at the airport in Pasay City on Thursday morning (assumed February 2), against the reported proposal to privatize the operation and maintenance of the four Ninoy Aquino International Airport (Naia) passenger terminals."
"2017-02-02","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","Central Visayas","Cebu","Toledo","Toledo","10.3587","123.6961","1","Philippine Daily Inquirer","National","1","A drug suspect was killed in a vigilante-style attack by unidentified assailants at Toledo City, Cebu province on February 2, 2017 as reported in the Philippine Daily Inquirer Kill List."
"2017-02-02","Violence against civilians","Attack","Anti-Drug Vigilantes (Philippines)","","Civilians (Philippines)","Drug Suspects (Philippines)","Anti-Drug Vigilantes","nan","Civilians (Philippin","Drug Suspects (Phili","NCR","Metro Manila","Quezon City","Quezon City","14.6488","121.0509","1","Philippine Daily Inquirer","National","1","An unidentified drug suspect was killed in a vigilante-style attack by unidentified assailants at Quezon City, Metro Manila on February 2, 2017 as reported in the Philippine Daily Inquirer Kill List."
"2017-02-02","Battles","Armed clash","ASG: Abu Sayyaf","","Military Forces of the Philippines (2016-)","","ASG: Abu Sayyaf","nan","Military Forces of t","nan","BARMM","Sulu","Luuk","Kan Bulak","5.98","121.3033","1","Philippine Star","National","0","Government troops of the 32nd Infantry Battalion encountered Abu Sayyaf members in Sitio Kanjawali in Barangay Kan Bulak in Luuk town, Sulu on February 2. Two suspected Abu Sayyaf members were arrested."
"2017-02-02","Battles","Armed clash","NPA: New People's Army","","Military Forces of the Philippines (2016-)","","NPA: New People's Ar","nan","Military Forces of t","nan","Soccsksargen","Sultan Kudarat","Columbio","Telafas","6.6274","124.9444","1","Philippine Star","National","0","New People's Army (NPA) rebels seized two Army soldiers of the Army's 39th Infantry Battalion at Barangay Telefas, Columbio town area, Sultan Kudarat on February 2."
